,aggregated_score,overall_sentiment
141,0.3897847021242217,Positive
142,-0.0826979314058758,Neutral
143,0.1847211297415306,Neutral
144,0.23351969693241773,Positive
145,0.4775715588529446,Positive
146,0.18422330481324597,Neutral
147,0.04625389161252366,Neutral
148,0.2389809896439837,Positive
149,0.35274870301510053,Positive
150,0.4076342499777827,Positive
151,0.3204567612481375,Positive
152,0.18514965576829442,Neutral
153,0.4106652838639002,Positive
154,0.4729710022426264,Positive
155,0.36980953535288746,Positive
156,0.19014643656854197,Neutral
157,0.18369106666241788,Neutral
158,0.4686401871281926,Positive
159,0.2899884027798461,Positive
160,-0.3159331377171755,Negative
161,0.39566833983821875,Positive
162,0.3431251573490176,Positive
163,0.1487729170298326,Neutral
164,-0.053903224047212955,Neutral
165,0.7138486080826069,Positive
166,0.3250265687851436,Positive
167,0.3336803664565148,Positive
168,0.23272563828578885,Positive
169,0.4637239244416137,Positive
170,0.25089659938976483,Positive
171,0.25761295016570374,Positive
172,0.2570610358288143,Positive
173,0.5169314726482837,Positive
174,0.22702998560285392,Positive
175,0.06306202046878426,Neutral
176,0.3775743092706635,Positive
177,0.18200722039326472,Neutral
178,0.22523403703509293,Positive
179,0.13513420888680713,Neutral
180,0.2287907619028994,Positive
181,0.2937147502162916,Positive
182,0.1868991042091483,Neutral
183,0.005887875186213923,Neutral
184,0.4815267769107385,Positive
185,0.09627498469181218,Neutral
186,0.0510500213702732,Neutral
187,0.16780130875214377,Neutral
188,-0.09800160985957367,Neutral
189,0.22810793315819378,Positive
190,0.5351014009990964,Positive
191,0.3177224724259312,Positive
192,0.41587117807451285,Positive
193,0.266418713784211,Positive
194,0.32738704410808706,Positive
195,0.2390541031134323,Positive
196,0.6880700771111823,Positive
197,0.6139858444632927,Positive
198,0.08652879522879266,Neutral
199,0.4749441285484126,Positive
200,0.2325221825575857,Positive
201,0.5054936725931266,Positive
202,0.28291106862073434,Positive
203,0.07659781346389892,Neutral
204,0.10025918771091714,Neutral
205,0.1165824064526819,Neutral
206,0.4354509412010295,Positive
207,0.35020243759883996,Positive
208,0.19259323688807312,Neutral
209,0.6638011357054655,Positive
210,0.21719063938559902,Positive
211,0.28755346945985355,Positive
212,-0.023655533962730464,Neutral
213,0.44956835414612956,Positive
214,0.4287998490903096,Positive
215,1.0,Positive
216,0.36722204492753063,Positive
217,-0.05228775173427426,Neutral
218,0.22818706889391968,Positive
219,0.11504776081880638,Neutral
220,0.3720812221978699,Positive
221,0.042849194845955806,Neutral
222,0.20152732783977403,Positive
223,0.20011474220350922,Positive
224,0.2836540023917884,Positive
225,0.21794015347149945,Positive
226,-0.03093946768681373,Neutral
227,0.5132575439297686,Positive
228,0.16215199172422765,Neutral
229,0.18492688570814825,Neutral
230,0.572583147122357,Positive
231,-0.405195801437326,Negative
232,0.5071506232016668,Positive
233,0.2716694655658382,Positive
234,0.2901420153374722,Positive
235,0.4059338089713348,Positive
236,0.13041526419040492,Neutral
237,0.25414398767139496,Positive
238,0.292115732864384,Positive
239,0.44403553972881776,Positive
240,0.2511577357666904,Positive
241,0.5478387868596118,Positive
242,0.3450426256069796,Positive
243,-0.0034350910303871844,Neutral
244,0.008729999016450864,Neutral
245,0.32043913862947165,Positive
246,0.0018296974390414678,Neutral
247,0.0,Neutral
248,0.43259047090122316,Positive
249,0.5999093941322,Positive
250,0.229600618786616,Positive
251,-0.1774912773318953,Neutral
252,-0.1286307418780929,Neutral
253,0.2049432041224798,Positive
254,0.16319659757702673,Neutral
255,0.3274233696387713,Positive
256,0.3433991166076358,Positive
257,0.4344542041267038,Positive
258,0.21320241922981983,Positive
259,0.18414024264804718,Neutral
260,0.5973235796442844,Positive
261,0.15239561730032403,Neutral
262,0.25336071052635556,Positive
263,0.1276624809210438,Neutral
264,-0.04975144127576233,Neutral
265,0.06321653571834579,Neutral
266,0.7851847125020375,Positive
267,0.09074485129028775,Neutral
268,0.6575735586678007,Positive
269,0.03916315108527958,Neutral
270,0.4223398237471736,Positive
271,0.15856314654265843,Neutral
272,0.015886813334087452,Neutral
273,0.2613796746732737,Positive
274,0.11178380565469637,Neutral
275,0.03856242719316818,Neutral
276,0.3947274172214093,Positive
277,0.27093589955876873,Positive
278,0.0,Neutral
279,0.407535794435847,Positive
280,-0.1903751516741563,Neutral
281,0.143989537152992,Neutral
282,0.4887449579397006,Positive
283,0.16771598263362592,Neutral
284,0.38100138640477477,Positive
285,0.37129820726442586,Positive
286,0.13958698040634007,Neutral
287,0.07371486257310643,Neutral
288,-0.40972691960271557,Negative
289,0.07279540466566306,Neutral
290,0.344944767984678,Positive
291,0.48726852616033567,Positive
292,0.5279277604489468,Positive
293,-0.3717346455459572,Negative
294,0.3574344964866689,Positive
295,0.0714154548403728,Neutral
296,0.21739092351092038,Positive
297,0.27810910404332595,Positive
298,-0.1265849481516662,Neutral
299,0.7040729533195617,Positive
300,0.11817869731681516,Neutral
301,0.3252015293901501,Positive
302,-0.270701890808563,Negative
303,0.2325385927007493,Positive
304,0.09092257489313968,Neutral
305,0.3970607878417939,Positive
306,0.2731763043471688,Positive
307,0.47111576866952615,Positive
308,0.0,Neutral
309,0.1469360217686958,Neutral
310,0.3233236332952141,Positive
311,0.08387336004365116,Neutral
312,0.17227963821311704,Neutral
313,-0.03527476939751028,Neutral
314,-0.08610941237844202,Neutral
315,0.12618081009081986,Neutral
316,-0.09519156777259723,Neutral
317,-0.045682948841651076,Neutral
318,0.2105867427070709,Positive
319,0.42725208576560175,Positive
320,0.17332400333491638,Neutral
321,0.11295020888496692,Neutral
322,0.1905700077197048,Neutral
323,0.08515142140098811,Neutral
324,0.37946698453728295,Positive
325,-0.01397622821027424,Neutral
326,0.28665628888195377,Positive
327,0.07982129015230423,Neutral
328,0.17416119952667986,Neutral
329,-0.02861489988412659,Neutral
330,0.2195199073221952,Positive
331,0.16184338555661837,Neutral
332,-0.01037546932761702,Neutral
333,0.1246931738043275,Neutral
334,-0.3605092882590661,Negative
335,0.3953087959698523,Positive
336,0.1960245315469583,Neutral
337,0.47239551063034124,Positive
338,0.49806234781820563,Positive
339,0.13635863059757533,Neutral
340,0.16695765540350208,Neutral
341,0.1639578656900472,Neutral
342,0.3311640634174482,Positive
343,0.2283758771392482,Positive
344,-0.15031337632802477,Neutral
345,-0.1823656597185977,Neutral
346,0.351859151462536,Positive
347,0.005501518599079697,Neutral
348,0.3621557384229377,Positive
349,-0.25272949588745636,Negative
350,-0.26795312464233795,Negative
351,-0.1162777322687866,Neutral
352,-0.02432162358506142,Neutral
353,0.7041850428795184,Positive
354,0.5466884463944035,Positive
355,0.0528156092027728,Neutral
356,0.4906148351039629,Positive
357,0.6368496476348597,Positive
358,0.0,Neutral
359,0.20494404395737273,Positive
360,0.29317221010034406,Positive
361,0.11371552243217839,Neutral
362,0.20451879485329708,Positive
363,0.23027484913577181,Positive
364,0.5242919565378958,Positive
365,0.27390366758375395,Positive
366,-0.0006609438294446374,Neutral
367,0.16757481265407534,Neutral
368,0.72736366908375,Positive
369,0.40022833647142153,Positive
370,0.5930709340617712,Positive
371,0.41195234535644915,Positive
372,0.1992680007564207,Neutral
373,0.6033654288471689,Positive
374,0.2402645574398254,Positive
375,0.5763495930328392,Positive
376,0.5433310941332419,Positive
377,0.3830015064185566,Positive
378,-0.6046486744306275,Negative
379,0.3345217027358611,Positive
380,0.43645365965099586,Positive
381,-0.1352333739299423,Neutral
382,0.20613212303021408,Positive
383,0.09750863546549858,Neutral
384,-0.08620541245643594,Neutral
385,-0.18944552538664486,Neutral
386,0.4904695905889282,Positive
387,0.3703423607782334,Positive
388,0.40074119155097065,Positive
389,0.20023269864623242,Positive
390,0.43114007097013035,Positive
391,0.3135671637665781,Positive
392,0.3944698278006571,Positive
393,0.11255662988805881,Neutral
394,0.20507909719252843,Positive
395,0.18932712404449442,Neutral
396,0.2910624365848962,Positive
397,0.21959335078093484,Positive
398,0.16777865095796698,Neutral
399,0.3618970044153508,Positive
400,0.22040867276590667,Positive
401,0.0,Neutral
402,-0.24966372222238095,Negative
403,0.11244958565635813,Neutral
404,0.3786265843130267,Positive
405,0.11238662376647283,Neutral
406,0.08477152341293469,Neutral
407,0.18282671312676335,Neutral
408,0.1621645505166655,Neutral
409,0.3862306796878457,Positive
410,0.43149084703469864,Positive
411,0.3990328296464942,Positive
412,0.334602667406983,Positive
413,0.08755774577509032,Neutral
414,0.18831630780793557,Neutral
415,0.30731192857012335,Positive
416,0.19950775676542268,Neutral
417,0.09910456383094358,Neutral
418,0.6558601013457501,Positive
419,0.2630472864404224,Positive
420,-0.037381440070650175,Neutral
421,0.2942064015744429,Positive
422,0.32011370553317325,Positive
423,0.05187831808403477,Neutral
424,0.4654607212851079,Positive
425,-0.12153858634632722,Neutral
426,0.6361405151492435,Positive
427,0.3075383276265012,Positive
428,0.46512133330372535,Positive
429,0.35102170694992363,Positive
430,0.3355915234830978,Positive
431,0.35106444159258504,Positive
432,0.31334866540993134,Positive
433,0.17468418827853593,Neutral
434,0.2888264446203323,Positive
435,0.22761745427991564,Positive
436,0.273954326980224,Positive
437,0.30564381967489157,Positive
438,0.5408550095939043,Positive
439,0.20610326716928223,Positive
440,0.7124105332273625,Positive
441,0.05596867558620103,Neutral
442,2.78978169177123e-08,Neutral
443,0.1348181170635562,Neutral
444,-0.32710004857706043,Negative
445,0.38941565492847424,Positive
446,0.40675921798861947,Positive
447,0.19701963310766799,Neutral
448,0.44729111631559054,Positive
449,0.17857181382483714,Neutral
450,0.21768183905166655,Positive
451,-0.6324019709215392,Negative
452,-0.3760843243238057,Negative
453,-0.10728947236384496,Neutral
454,0.17686962292295708,Neutral
455,0.4023085432966189,Positive
456,0.23644995397939889,Positive
457,-0.19230410716014268,Neutral
458,0.281865854783292,Positive
459,0.6145858847255915,Positive
460,0.049400534030337555,Neutral
461,0.08706067501639489,Neutral
462,0.4705148298233955,Positive
463,-0.16175745445563547,Neutral
464,0.13260712509774528,Neutral
465,-0.1313848274224516,Neutral
466,0.12420412907994466,Neutral
467,0.07940378054963618,Neutral
468,0.2103464278419521,Positive
469,-0.1646512095630162,Neutral
470,0.274527209247264,Positive
471,0.41905451227066776,Positive
472,0.32032462401195616,Positive
473,0.26117572808034356,Positive
474,0.015213632589804387,Neutral
475,0.21642290661276767,Positive
476,0.39680058063216644,Positive
477,0.21403843106358142,Positive
478,0.35252462933412027,Positive
479,-0.2423822578051216,Negative
480,-0.020429022333217618,Neutral
481,0.07922652596940553,Neutral
482,-0.245465226439094,Negative
483,0.04488517538085926,Neutral
484,-0.1476357663405357,Neutral
485,0.0269774095432977,Neutral
486,0.19401595816584175,Neutral
487,0.2410562672597316,Positive
488,-0.2611934859597885,Negative
489,0.22158571769538776,Positive
490,-0.03591558603877377,Neutral
491,0.24728490614607354,Positive
492,-0.11290305554336479,Neutral
493,0.20926948747331822,Positive
494,-0.04356005289995741,Neutral
495,-0.3709859005399607,Negative
496,-0.5429622765000457,Negative
497,-0.20779545581058906,Negative
498,0.07347045369561288,Neutral
499,-0.3637967114996653,Negative
500,-0.31689056109536445,Negative
501,-0.22081143973617365,Negative
502,0.3192038880830641,Positive
503,0.0058298958361334636,Neutral
504,-0.08577118372326535,Neutral
505,0.24365938901304204,Positive
506,0.0,Neutral
507,0.0,Neutral
508,0.2980103270354567,Positive
509,0.2543237338301261,Positive
510,0.0082798068343446,Neutral
511,0.0834755585669265,Neutral
512,0.2589389954016113,Positive
513,0.10772712483137177,Neutral
514,0.012056002220161004,Neutral
515,0.05894766458834818,Neutral
516,0.1206476048633774,Neutral
517,0.052689330902946335,Neutral
518,0.031162554535346398,Neutral
519,0.22024863432960984,Positive
520,-0.540264727131589,Negative
521,-0.14605954908367821,Neutral
522,-0.3484501105276098,Negative
523,0.24191184001953514,Positive
524,-0.34919850812389386,Negative
525,0.07642731423690959,Neutral
526,-0.20043211140117428,Negative
527,0.06732669598384206,Neutral
528,0.0002212224627778737,Neutral
529,-0.07885927110683681,Neutral
530,0.32912398065608217,Positive
531,0.0916160078340137,Neutral
532,0.054150999944051655,Neutral
533,-0.07123967590108188,Neutral
534,0.14214021103730773,Neutral
535,0.1272845162423613,Neutral
536,0.19947416573336696,Neutral
537,0.14567537916502568,Neutral
538,-0.39598888240810987,Negative
539,-0.4568859772520437,Negative
540,-0.0006791647593810012,Neutral
541,-0.0004902940983761982,Neutral
542,-0.08386620077539071,Neutral
543,-0.08703331776350524,Neutral
544,0.38521068141467424,Positive
545,-0.009385143314307938,Neutral
546,0.16135875567591648,Neutral
547,0.397319838738857,Positive
548,-0.1473498292956202,Neutral
549,-0.20294927551598824,Negative
550,-0.20126205224544091,Negative
551,0.20384205807555328,Positive
552,0.4047050566767032,Positive
553,0.6049235909572489,Positive
554,0.4213515804448666,Positive
555,0.3300831600815172,Positive
556,0.07467221664356932,Neutral
557,0.18426652106696953,Neutral
558,-0.1975262798025053,Neutral
559,-0.21853526999110165,Negative
560,0.15449315430309807,Neutral
561,-0.01814740619908923,Neutral
562,0.4686401871281926,Positive
563,0.14287575044686104,Neutral
564,-0.20076752836922812,Negative
565,0.2911890127968871,Positive
566,-0.45831897309502934,Negative
567,0.13440796507764968,Neutral
568,0.25761825563318885,Positive
569,0.06544917937426771,Neutral
570,0.11400140450179869,Neutral
571,0.18913141853355395,Neutral
572,0.009980065080604079,Neutral
573,0.3260482558304056,Positive
574,0.8220892508105097,Positive
575,0.5520114934800218,Positive
576,0.20549490853840263,Positive
577,0.005874273642232242,Neutral
578,0.629840191427047,Positive
579,-0.011478811530056334,Neutral
580,0.4564562686793473,Positive
581,0.39619328842032775,Positive
582,0.36871842421991036,Positive
583,-0.18607246191057747,Neutral
584,0.1583908103703426,Neutral
585,0.21980666211277172,Positive
586,-0.15889699392503875,Neutral
587,0.3497670589047482,Positive
588,0.27680660076290614,Positive
589,-0.19450192540677713,Neutral
590,-0.04922168330645068,Neutral
591,0.4541167717152393,Positive
592,-0.27957098519940793,Negative
593,0.405318380166001,Positive
594,0.2961806217696343,Positive
595,0.07092968260595184,Neutral
596,0.1904536655635488,Neutral
597,-0.052838794808555294,Neutral
598,0.1703169634538266,Neutral
599,-0.009478525205371426,Neutral
600,-0.03422470367179225,Neutral
601,0.2249904829693515,Positive
602,0.2928708145784329,Positive
603,0.16618967038084226,Neutral
604,0.3424915026725907,Positive
605,0.1306937798356949,Neutral
606,0.19071194109370496,Neutral
607,0.06513069491811431,Neutral
608,0.3264192931729837,Positive
609,0.11573274159138536,Neutral
610,0.0724445773016336,Neutral
611,0.2922681696681722,Positive
612,0.35334155886996005,Positive
613,0.8975692931377929,Positive
614,0.24197054190406161,Positive
615,0.5716615282204576,Positive
616,0.18076873522570092,Neutral
617,0.2592583330250453,Positive
618,0.06066470626263257,Neutral
619,-0.0656151456881112,Neutral
620,0.4640944427288857,Positive
621,-0.5610300198691859,Negative
622,0.4446618832437063,Positive
623,0.767445195774226,Positive
624,0.17035989976135515,Neutral
625,0.3557782762521339,Positive
626,0.025375349589403722,Neutral
627,-0.3191158663183551,Negative
628,0.19385978878463556,Neutral
629,0.43617855702557223,Positive
630,0.6890405052991538,Positive
631,0.24680898240009785,Positive
632,0.2042562350055288,Positive
633,0.0,Neutral
634,0.21356755385969417,Positive
635,0.3249148001300041,Positive
636,0.02558211885947408,Neutral
637,0.30510559348857996,Positive
638,0.1206550302075257,Neutral
639,0.41096853708911874,Positive
640,0.2675789829642859,Positive
641,1.9662270289964984e-07,Neutral
642,0.09105740406685435,Neutral
643,0.5997900462178707,Positive
644,0.2630863980233451,Positive
645,0.1146944189501725,Neutral
646,0.22097670994896104,Positive
647,0.0,Neutral
648,0.4226255425450994,Positive
649,0.217336884837213,Positive
650,0.427649031795824,Positive
651,-0.3903196542259188,Negative
652,0.6645452554638401,Positive
653,0.38020330924136037,Positive
654,0.310087828052004,Positive
655,0.6589482823238325,Positive
656,0.05829011444490115,Neutral
657,0.2837731031134319,Positive
658,-0.13645762951400028,Neutral
659,0.060820953894133944,Neutral
660,0.24614425066552986,Positive
661,0.004651885430847121,Neutral
662,0.25047515936236936,Positive
663,0.03452699537895443,Neutral
664,1.214458921757772e-06,Neutral
665,0.17554739987424864,Neutral
666,0.0641417354679793,Neutral
667,0.3350166310589579,Positive
668,-0.09644409884224485,Neutral
669,0.5611931286329034,Positive
670,0.5542004762406928,Positive
671,0.6399326549161447,Positive
672,0.3376982452940082,Positive
673,-0.0479945659199875,Neutral
674,0.6247633477914496,Positive
675,0.38028039980899936,Positive
676,0.17788421126555734,Neutral
677,0.22369845100418836,Positive
678,0.7682639080502458,Positive
679,0.22393739103084975,Positive
680,0.18872164475678735,Neutral
681,0.28596031308968567,Positive
682,0.2049809082202407,Positive
683,0.22680978815010813,Positive
684,0.16716275869853997,Neutral
685,-0.010560172342724113,Neutral
686,-0.020675635489463065,Neutral
687,0.003461713731447447,Neutral
688,0.42135111836351596,Positive
689,0.37555361259097275,Positive
690,0.21371866441057716,Positive
691,0.10267595718166303,Neutral
692,0.18426602150483543,Neutral
693,0.2720243226550038,Positive
694,-0.07281039630965927,Neutral
695,0.5322770701932581,Positive
696,0.09618722747565381,Neutral
697,0.5028042450176811,Positive
698,0.011666557025236697,Neutral
699,0.18392035481598534,Neutral
700,0.46241149300642426,Positive
701,0.22419243989623952,Positive
702,0.4852882929717386,Positive
703,0.7246296954009851,Positive
704,0.21043050365055618,Positive
705,-0.31879027744403976,Negative
706,0.24563269660680825,Positive
707,0.07918809005348335,Neutral
708,0.7297661781999427,Positive
709,0.22137286703168407,Positive
710,0.407313406089331,Positive
711,0.40063552772971794,Positive
712,0.526009790334426,Positive
713,0.3421359843256174,Positive
714,0.2976762723042584,Positive
715,0.33617570544347813,Positive
716,-0.06396846863325559,Neutral
717,0.14066646645994643,Neutral
718,0.2998413536008595,Positive
719,0.48327346839030805,Positive
720,0.479797964162798,Positive
721,-0.08522943101479132,Neutral
722,-0.11446939746382138,Neutral
723,0.2953278169404413,Positive
724,0.38650869474001603,Positive
725,0.2053956841938409,Positive
726,0.238604031263993,Positive
727,0.5372749782071401,Positive
728,0.5875822984986552,Positive
729,0.0974698405288052,Neutral
730,0.1509484263092836,Neutral
731,0.28884057261431256,Positive
732,0.3877373564303891,Positive
733,0.20449164567949618,Positive
734,0.20708873234418082,Positive
735,0.17522331236304067,Neutral
736,0.3684288980364126,Positive
737,0.23349688229928506,Positive
738,0.3522617376096652,Positive
739,0.2983827900523256,Positive
740,0.5440224909112524,Positive
741,0.26289503854346613,Positive
742,0.47548434538657075,Positive
743,0.043407350185823215,Neutral
744,0.3538430623850117,Positive
745,0.30166317723898783,Positive
746,0.4671718078025754,Positive
747,0.391902930495025,Positive
748,0.46072720352632757,Positive
749,0.11538637705045089,Neutral
750,0.034048875343954885,Neutral
751,-0.2687900805923027,Negative
752,-0.10937279607172723,Neutral
753,0.22198458898359627,Positive
754,0.11137664825444732,Neutral
755,0.04101843900873622,Neutral
756,0.1950907084200606,Neutral
757,0.1884245780578815,Neutral
758,0.28610326307996164,Positive
759,0.008549898907504242,Neutral
760,0.36328825763359834,Positive
761,0.30301578100399573,Positive
762,0.22256274299074635,Positive
763,-0.2825691577063611,Negative
764,0.16621420778426724,Neutral
765,0.21666609344198448,Positive
766,0.1446689299031947,Neutral
767,-0.11522387542593858,Neutral
768,-0.18614899359732134,Neutral
769,0.16890933755181636,Neutral
770,0.06255775676505232,Neutral
771,0.2108535339876762,Positive
772,-0.2832608220753656,Negative
773,0.5707815882073701,Positive
774,0.36115209282753186,Positive
775,0.4970165117562344,Positive
776,0.3270229429319343,Positive
777,-0.1160818900151771,Neutral
778,0.2558655260658331,Positive
779,-0.28749480763543767,Negative
780,0.611589329898618,Positive
781,-0.13744741105232014,Neutral
782,0.1985327463446398,Neutral
783,0.20223824462581474,Positive
784,0.35739145532261757,Positive
785,0.22906615666246846,Positive
786,0.17919910772342665,Neutral
787,0.37764432030530826,Positive
788,0.14145025889147025,Neutral
789,0.304933057369254,Positive
790,0.4895310156732706,Positive
791,-0.012805980886547476,Neutral
792,0.5580340807861178,Positive
793,-0.04031646657915315,Neutral
794,0.6238450933264594,Positive
795,0.2281876909511488,Positive
796,0.48901693667712165,Positive
797,0.20913695267378857,Positive
798,0.23238767298356514,Positive
799,0.34322881655067966,Positive
800,0.5512650091704072,Positive
801,0.25009612630662414,Positive
802,-0.023104078948030574,Neutral
803,0.007393243316754156,Neutral
804,0.31482102712652094,Positive
805,0.043115377382167384,Neutral
806,0.16215648755857645,Neutral
807,0.2374956305939557,Positive
808,0.27771038493497574,Positive
809,0.20546013184603368,Positive
810,0.35796306105920633,Positive
811,0.6578790611846196,Positive
812,0.0,Neutral
813,-0.013567427005773068,Neutral
814,0.07714565404248691,Neutral
815,0.2953278169404413,Positive
816,-0.12224132868108345,Neutral
817,0.3010940840745658,Positive
818,0.024988670238024306,Neutral
819,-0.2641751854511033,Negative
820,0.07790187179447981,Neutral
821,0.08062902101490772,Neutral
822,0.20552196286206698,Positive
823,-0.08386653520709689,Neutral
824,0.1777228842669123,Neutral
825,0.17994752428161234,Neutral
826,0.1463952946918372,Neutral
827,0.17546159612329013,Neutral
828,0.13050657544029357,Neutral
829,0.5640375911070309,Positive
830,0.23562842270235915,Positive
831,0.4105788199636516,Positive
832,0.7319046260638881,Positive
833,0.4430840993067955,Positive
834,0.05707491838560743,Neutral
835,0.2017717327379197,Positive
836,0.12709159338137355,Neutral
837,-0.006087046424478348,Neutral
838,-0.03783675556445961,Neutral
839,-0.15357775720545788,Neutral
840,0.16058906792532693,Neutral
841,0.25787196808052654,Positive
842,0.43870478609527547,Positive
843,0.37698252462752047,Positive
844,0.10121444579085648,Neutral
845,0.3004663694100422,Positive
846,-0.1983323358659269,Neutral
847,0.07716186232375892,Neutral
848,0.2422054300470966,Positive
849,0.21403033422460233,Positive
850,-0.1216949928657575,Neutral
851,0.1710110794692054,Neutral
852,0.4018867871404472,Positive
853,0.3489074113325081,Positive
854,-0.1617869188273824,Neutral
855,-0.44940549202628566,Negative
856,0.09072940235976029,Neutral
857,-0.04594174492828471,Neutral
858,0.43593184037512644,Positive
859,0.22957691072019612,Positive
860,0.4330026463086476,Positive
861,0.3183719257532452,Positive
862,-0.09292011551164542,Neutral
863,0.4831097623658865,Positive
864,0.35485825934813897,Positive
865,0.22256526591594136,Positive
866,0.04187753768711008,Neutral
867,0.16894983938805794,Neutral
868,0.3849766526519679,Positive
869,0.05923601258798206,Neutral
870,0.08632352469536801,Neutral
871,0.22844241551848915,Positive
872,0.1895899164178966,Neutral
873,-0.05675607610316845,Neutral
874,0.16541796404267758,Neutral
875,0.22966996135953388,Positive
876,-0.10009651643251942,Neutral
877,-0.2829780565294952,Negative
878,0.6676721555263585,Positive
879,0.14912360228996882,Neutral
880,0.21155383141187764,Positive
881,0.05965057467102361,Neutral
882,0.14849809061411698,Neutral
883,-0.1301507859691757,Neutral
884,-0.08748384889657881,Neutral
885,0.4495087853449415,Positive
886,0.35619092701828226,Positive
887,0.47737608774938955,Positive
888,-0.10583336561145515,Neutral
889,0.11080995645105578,Neutral
890,0.16964806255215892,Neutral
891,-0.010970723544934693,Neutral
892,-0.08847969283543766,Neutral
893,0.2571824233029538,Positive
894,0.4140036440399469,Positive
895,0.164542263934766,Neutral
896,0.0738375141760931,Neutral
897,0.18420681000433073,Neutral
898,0.02305582824552301,Neutral
